ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10586,77,16.61,1,1278.97,2019-03-12,277,Disputed,Trains,20.52,S824-2392,Customer_415,+18-591-8279,2673 Main Street,Paris,53483,Spain,LastName_317,FirstName_500,Small
10587,70,349.1,5,24437.0,2019-05-20,10,Shipped,Motorcycles,460.06,S205-9381,Customer_1816,+54-245-1019,3676 Main Street,New York,39710,Italy,LastName_790,FirstName_302,Medium
10588,84,150.55,4,12646.2,2025-09-13,57,In Process,Classic Cars,225.27,S329-2666,Customer_1959,+37-465-2249,5468 Main Street,Toronto,57250,Canada,LastName_1835,FirstName_89,Large
10589,20,97.25,5,1945.0,2021-10-03,307,Cancelled,Ships,123.52,S783-5940,Customer_1280,+37-456-2702,4442 Main Street,Madrid,96734,Australia,LastName_1911,FirstName_544,Large
10590,10,396.54,2,3965.4,2025-05-10,75,On Hold,Classic Cars,498.15,S838-8838,Customer_1669,+9-215-8003,4563 Main Street,London,21855,Australia,LastName_262,FirstName_373,Medium
10591,46,166.46,4,7657.16,2023-05-26,355,In Process,Planes,235.94,S441-3264,Customer_1643,+84-351-7278,6860 Main Street,Amsterdam,75156,Netherlands,LastName_1094,FirstName_1009,Large
10592,69,412.49,4,28461.81,2018-12-09,297,Disputed,Vintage Cars,540.68,S895-4593,Customer_1440,+12-340-6926,47 Main Street,Berlin,12248,Australia,LastName_1144,FirstName_971,Small
10593,15,39.19,3,587.85,2022-01-18,71,On Hold,Vintage Cars,45.37,S973-7898,Customer_497,+27-947-4679,916 Main Street,London,25366,UK,LastName_774,FirstName_1502,Small
10594,90,482.81,3,43452.9,2018-08-10,359,Shipped,Ships,643.41,S588-3591,Customer_62,+19-474-3314,1295 Main Street,Berlin,20101,USA,LastName_1166,FirstName_1703,Medium
10595,20,385.05,4,7701.0,2019-07-28,270,Disputed,Trucks and Buses,495.97,S839-6526,Customer_910,+83-811-1216,4699 Main Street,Toronto,30432,USA,LastName_1805,FirstName_1316,Small
10596,78,378.06,5,29488.68,2019-10-19,5,In Process,Trains,479.93,S996-8443,Customer_1135,+92-949-5227,9373 Main Street,Amsterdam,50112,Germany,LastName_868,FirstName_1908,Small
10597,35,486.83,5,17039.05,2022-03-27,64,Disputed,Classic Cars,613.48,S157-4586,Customer_804,+24-942-2264,7675 Main Street,Madrid,51050,Italy,LastName_1695,FirstName_780,Small
10598,7,403.64,4,2825.48,2020-03-08,138,Shipped,Motorcycles,456.57,S717-6496,Customer_58,+31-388-3666,8874 Main Street,Toronto,18561,Germany,LastName_1223,FirstName_23,Medium
10599,25,280.33,1,7008.25,2020-09-11,137,Shipped,Planes,371.69,S677-8926,Customer_94,+7-422-2527,5057 Main Street,New York,56746,France,LastName_1964,FirstName_816,Large
10600,25,164.09,4,4102.25,2021-12-28,66,Disputed,Ships,186.89,S517-9250,Customer_207,+65-926-3460,389 Main Street,Tokyo,60084,Spain,LastName_1201,FirstName_1780,Small
10601,38,89.0,4,3382.0,2018-11-19,320,Shipped,Ships,106.14,S320-3307,Customer_1575,+92-264-9218,8460 Main Street,Tokyo,95379,Netherlands,LastName_1906,FirstName_1575,Medium
10602,58,394.82,3,22899.56,2021-04-06,184,Resolved,Trains,582.78,S140-7350,Customer_490,+27-725-2228,2497 Main Street,Tokyo,92285,Spain,LastName_200,FirstName_1649,Small
10603,19,385.5,3,7324.5,2024-02-20,44,In Process,Motorcycles,494.18,S273-5843,Customer_331,+9-386-6952,5790 Main Street,Toronto,19323,UK,LastName_1456,FirstName_1581,Medium
10604,34,493.21,3,16769.14,2022-12-16,332,Cancelled,Motorcycles,734.23,S599-1648,Customer_745,+37-510-7701,2114 Main Street,Madrid,58068,Netherlands,LastName_1731,FirstName_1280,Medium
10605,48,50.91,4,2443.68,2023-09-04,230,On Hold,Ships,56.87,S759-1934,Customer_1518,+32-816-1130,2533 Main Street,Toronto,48097,Italy,LastName_325,FirstName_1168,Medium
10606,10,119.3,4,1193.0,2025-07-03,47,On Hold,Vintage Cars,153.59,S647-8616,Customer_224,+11-284-2775,6504 Main Street,Rome,36145,Italy,LastName_674,FirstName_133,Medium
10607,44,498.25,4,21923.0,2020-05-20,359,Disputed,Vintage Cars,570.86,S565-1627,Customer_1117,+20-581-3384,3498 Main Street,Sydney,84475,USA,LastName_1232,FirstName_1586,Medium
10608,8,468.87,3,3750.96,2022-10-28,242,Cancelled,Motorcycles,555.42,S123-7929,Customer_553,+33-750-3885,1370 Main Street,London,19077,France,LastName_830,FirstName_168,Medium
10609,92,231.2,4,21270.4,2023-11-20,109,Disputed,Trucks and Buses,271.34,S155-2514,Customer_1833,+55-450-5864,2696 Main Street,Berlin,55780,Italy,LastName_987,FirstName_974,Large
10610,89,394.09,4,35074.01,2021-12-23,354,Resolved,Vintage Cars,563.24,S674-4253,Customer_160,+93-783-3369,5305 Main Street,Sydney,11859,UK,LastName_1837,FirstName_940,Small
10611,64,433.51,1,27744.64,2025-07-23,208,On Hold,Planes,602.11,S561-3059,Customer_1300,+58-754-2596,598 Main Street,Berlin,34596,Italy,LastName_1427,FirstName_1119,Small
10612,77,195.0,3,15015.0,2020-05-09,97,Disputed,Planes,289.0,S479-6960,Customer_34,+39-414-9226,2044 Main Street,Madrid,95054,Spain,LastName_848,FirstName_841,Medium
10613,46,415.81,4,19127.26,2023-11-13,171,Shipped,Classic Cars,533.7,S482-3898,Customer_1133,+77-266-9892,7142 Main Street,Rome,47359,Italy,LastName_1299,FirstName_581,Large
10614,80,469.57,1,37565.6,2018-12-25,53,Shipped,Ships,519.61,S521-2698,Customer_1017,+96-869-9924,1634 Main Street,Madrid,75976,Japan,LastName_1651,FirstName_67,Large
10615,38,427.34,2,16238.92,2020-07-01,232,Resolved,Vintage Cars,489.65,S976-8693,Customer_1947,+16-459-8601,6766 Main Street,Rome,10996,Australia,LastName_1602,FirstName_459,Large
10616,37,141.13,3,5221.81,2021-06-13,212,Disputed,Classic Cars,155.48,S524-1535,Customer_32,+4-257-7134,8503 Main Street,Tokyo,51611,Australia,LastName_350,FirstName_1965,Large
10617,56,128.5,4,7196.0,2020-02-29,315,Disputed,Vintage Cars,183.94,S920-8030,Customer_264,+82-499-3846,6605 Main Street,Sydney,77800,UK,LastName_896,FirstName_474,Small
10618,91,402.57,5,36633.87,2019-04-30,323,Resolved,Trains,505.95,S880-5263,Customer_1715,+71-262-6282,3339 Main Street,Toronto,22224,USA,LastName_896,FirstName_24,Large
10619,99,300.71,1,29770.29,2024-12-06,362,Resolved,Motorcycles,399.56,S125-3138,Customer_930,+82-746-6867,3057 Main Street,Berlin,95527,Germany,LastName_609,FirstName_397,Large
10620,32,365.89,4,11708.48,2020-12-02,337,Shipped,Trucks and Buses,414.62,S247-1379,Customer_1308,+75-987-2694,1818 Main Street,Madrid,88105,Canada,LastName_220,FirstName_291,Medium
10621,34,448.36,1,15244.24,2018-11-13,253,On Hold,Trains,530.49,S203-9045,Customer_1630,+3-523-2205,7972 Main Street,Toronto,37563,Italy,LastName_769,FirstName_1823,Medium
10622,82,455.07,2,37315.74,2020-01-07,152,Shipped,Classic Cars,620.65,S746-1515,Customer_241,+44-455-8928,9831 Main Street,Amsterdam,10657,UK,LastName_1069,FirstName_1519,Medium
10623,16,104.49,1,1671.84,2024-01-05,11,Resolved,Planes,146.74,S321-6978,Customer_236,+28-130-6366,2271 Main Street,Berlin,20937,UK,LastName_549,FirstName_561,Medium
10624,26,477.08,3,12404.08,2025-12-10,282,Disputed,Trucks and Buses,613.91,S928-9123,Customer_894,+66-509-4163,4098 Main Street,London,35936,France,LastName_1970,FirstName_805,Small
10625,75,398.65,5,29898.75,2021-06-30,84,Cancelled,Ships,516.3,S556-7942,Customer_1222,+96-378-6222,1763 Main Street,Tokyo,60206,Italy,LastName_410,FirstName_1162,Medium
10626,48,449.97,1,21598.56,2023-01-15,85,Shipped,Planes,540.52,S519-5808,Customer_1237,+83-643-6771,6526 Main Street,New York,25027,UK,LastName_1657,FirstName_661,Medium
10627,24,185.29,1,4446.96,2020-05-31,336,On Hold,Trucks and Buses,214.57,S421-3003,Customer_20,+41-804-1178,5389 Main Street,Berlin,70997,Japan,LastName_1629,FirstName_659,Small
10628,72,42.46,3,3057.12,2024-09-30,108,Resolved,Classic Cars,48.45,S384-2225,Customer_1176,+83-531-8130,5207 Main Street,Sydney,35971,Germany,LastName_102,FirstName_1644,Medium
10629,64,32.93,3,2107.52,2022-09-22,61,Shipped,Vintage Cars,38.48,S434-7272,Customer_485,+74-121-5670,293 Main Street,Tokyo,10609,Spain,LastName_583,FirstName_269,Medium
10630,5,448.96,5,2244.8,2018-06-10,172,Disputed,Motorcycles,506.33,S197-7800,Customer_1482,+39-381-6196,5666 Main Street,Rome,20455,Netherlands,LastName_1587,FirstName_642,Medium
10631,79,33.07,3,2612.53,2025-10-23,232,In Process,Trains,44.86,S224-7126,Customer_1921,+80-205-1479,3671 Main Street,New York,11362,UK,LastName_216,FirstName_662,Large
10632,93,223.48,2,20783.64,2018-12-27,97,Disputed,Trains,278.8,S650-1080,Customer_1914,+89-988-1860,4255 Main Street,New York,24523,USA,LastName_1940,FirstName_624,Small
10633,34,171.37,5,5826.58,2022-04-04,138,Disputed,Classic Cars,251.9,S697-8548,Customer_246,+17-426-3424,9571 Main Street,Rome,93480,Spain,LastName_1369,FirstName_251,Large
10634,68,127.86,4,8694.48,2025-06-01,250,On Hold,Trucks and Buses,180.16,S594-4700,Customer_189,+34-884-5853,1357 Main Street,Sydney,83205,Germany,LastName_1351,FirstName_1326,Large
10635,27,350.53,1,9464.31,2023-07-19,30,Cancelled,Motorcycles,479.59,S579-7308,Customer_385,+63-207-6577,3419 Main Street,Tokyo,79159,Netherlands,LastName_1759,FirstName_642,Medium
10636,91,232.47,2,21154.77,2023-08-29,54,Cancelled,Classic Cars,340.96,S494-8412,Customer_1778,+80-625-4326,6557 Main Street,Berlin,18996,France,LastName_867,FirstName_337,Large
10637,40,476.23,5,19049.2,2025-04-09,52,Cancelled,Vintage Cars,690.76,S862-2805,Customer_493,+3-571-4064,4371 Main Street,New York,72421,Netherlands,LastName_928,FirstName_721,Medium
10638,16,464.19,1,7427.04,2021-12-22,220,Cancelled,Classic Cars,584.31,S541-9321,Customer_684,+7-551-5466,6059 Main Street,Toronto,16440,Italy,LastName_1500,FirstName_1901,Medium
10639,25,154.06,4,3851.5,2019-12-25,304,On Hold,Planes,206.9,S631-8103,Customer_224,+88-151-5078,1820 Main Street,Berlin,25097,USA,LastName_1834,FirstName_74,Large
10640,35,127.0,5,4445.0,2019-02-18,141,Cancelled,Planes,175.24,S514-7421,Customer_805,+13-325-5395,8113 Main Street,Berlin,32417,Germany,LastName_712,FirstName_1305,Medium
10641,91,302.19,1,27499.29,2019-01-22,94,Resolved,Ships,407.61,S856-6002,Customer_1747,+89-344-3789,5163 Main Street,Toronto,31842,UK,LastName_681,FirstName_1843,Medium
10642,19,481.5,4,9148.5,2022-10-19,171,Shipped,Classic Cars,717.31,S178-3797,Customer_1392,+98-973-1159,9733 Main Street,Sydney,72105,Japan,LastName_3,FirstName_1001,Small
10643,61,63.6,1,3879.6,2024-05-12,348,On Hold,Trains,75.77,S615-3741,Customer_1547,+19-893-2538,1639 Main Street,Paris,53997,Spain,LastName_1005,FirstName_1505,Medium
10644,70,136.1,4,9527.0,2020-11-04,186,In Process,Motorcycles,194.77,S408-6467,Customer_1826,+67-893-8935,1848 Main Street,Paris,99887,Netherlands,LastName_1492,FirstName_1311,Small
10645,19,489.53,2,9301.07,2025-05-24,72,On Hold,Vintage Cars,544.53,S691-8056,Customer_737,+27-862-2462,3176 Main Street,Rome,93720,Canada,LastName_1978,FirstName_561,Large
10646,87,277.01,4,24099.87,2023-11-29,89,On Hold,Ships,343.36,S439-7406,Customer_1207,+54-382-6067,3123 Main Street,New York,85958,Netherlands,LastName_1438,FirstName_704,Large
10647,16,222.4,4,3558.4,2024-05-10,177,On Hold,Motorcycles,330.88,S610-3410,Customer_956,+88-253-9571,4748 Main Street,Tokyo,83156,UK,LastName_622,FirstName_998,Medium
10648,9,401.89,1,3617.01,2023-02-03,20,Cancelled,Trucks and Buses,574.78,S226-1871,Customer_1001,+40-105-8050,5772 Main Street,New York,16540,France,LastName_283,FirstName_718,Medium
10649,65,336.01,5,21840.65,2019-09-28,44,Disputed,Trucks and Buses,388.78,S850-4223,Customer_885,+75-182-5764,3586 Main Street,New York,72020,Australia,LastName_510,FirstName_1663,Large
10650,82,199.26,4,16339.32,2019-02-06,133,On Hold,Planes,243.95,S677-8140,Customer_1391,+42-923-3280,3269 Main Street,Paris,27785,Italy,LastName_1136,FirstName_409,Medium
10651,40,51.94,5,2077.6,2025-01-17,236,Resolved,Classic Cars,64.95,S996-8158,Customer_197,+18-639-8240,5133 Main Street,Amsterdam,99805,Australia,LastName_960,FirstName_726,Medium
10652,60,216.05,4,12963.0,2023-03-05,14,Resolved,Motorcycles,320.4,S531-2448,Customer_1548,+18-729-5954,3976 Main Street,Tokyo,77135,Australia,LastName_261,FirstName_1272,Large
10653,73,440.12,1,32128.76,2022-05-28,64,In Process,Ships,485.18,S926-9487,Customer_943,+7-186-1896,4427 Main Street,Toronto,53710,Japan,LastName_200,FirstName_1684,Medium
10654,73,245.92,3,17952.16,2018-09-07,62,Disputed,Planes,336.85,S857-1868,Customer_1437,+27-628-3361,9209 Main Street,Madrid,27878,Germany,LastName_1834,FirstName_1384,Large
10655,20,157.44,3,3148.8,2018-01-27,248,Resolved,Ships,185.82,S168-1000,Customer_314,+78-223-9516,1588 Main Street,Berlin,36777,Canada,LastName_971,FirstName_51,Large
10656,57,201.45,1,11482.65,2021-05-13,207,In Process,Classic Cars,287.69,S961-9957,Customer_534,+79-797-8194,2019 Main Street,Rome,29168,USA,LastName_379,FirstName_291,Large
10657,85,127.93,5,10874.05,2025-11-05,279,Cancelled,Vintage Cars,165.31,S396-2638,Customer_1965,+76-604-7018,4509 Main Street,Rome,60570,Canada,LastName_951,FirstName_854,Medium
10658,19,23.71,4,450.49,2019-05-08,288,In Process,Motorcycles,31.59,S134-8282,Customer_88,+46-242-8666,7510 Main Street,Paris,11195,UK,LastName_733,FirstName_1026,Large
10659,27,180.93,5,4885.11,2022-05-19,262,Shipped,Classic Cars,246.49,S460-6558,Customer_942,+92-979-3294,4561 Main Street,Paris,61633,Canada,LastName_1877,FirstName_1719,Large
10660,62,194.5,4,12059.0,2024-10-17,337,Cancelled,Planes,269.07,S619-9608,Customer_531,+17-814-6309,9648 Main Street,Tokyo,55625,Japan,LastName_1265,FirstName_1700,Medium
10661,9,32.02,2,288.18,2020-08-07,49,Disputed,Motorcycles,41.62,S795-8805,Customer_663,+98-337-4876,1728 Main Street,London,60342,Italy,LastName_1890,FirstName_132,Small
10662,79,132.74,1,10486.46,2018-10-26,226,On Hold,Planes,179.53,S130-3851,Customer_658,+14-815-8364,6188 Main Street,London,93544,Japan,LastName_1140,FirstName_410,Small
10663,33,250.64,3,8271.12,2020-07-12,103,Disputed,Classic Cars,319.22,S641-4150,Customer_177,+75-124-2576,3335 Main Street,New York,28423,USA,LastName_737,FirstName_1586,Medium
10664,73,277.82,1,20280.86,2021-10-27,94,Disputed,Ships,412.03,S845-9653,Customer_1017,+25-952-4399,9345 Main Street,Madrid,75647,Australia,LastName_731,FirstName_1267,Large
10665,18,402.78,4,7250.04,2022-10-18,320,In Process,Trains,454.48,S180-3083,Customer_1603,+67-405-2653,1933 Main Street,Madrid,40221,USA,LastName_1232,FirstName_1108,Medium
10666,3,119.77,3,359.31,2020-10-26,199,Disputed,Trucks and Buses,135.0,S992-3586,Customer_1983,+37-176-9755,9427 Main Street,Berlin,77863,Japan,LastName_1025,FirstName_640,Medium
10667,80,37.76,1,3020.8,2024-07-15,241,On Hold,Ships,41.99,S446-7904,Customer_535,+26-442-1973,2283 Main Street,Berlin,81707,Australia,LastName_1893,FirstName_1552,Large
10668,8,125.45,1,1003.6,2024-04-28,312,Disputed,Trains,176.41,S136-6666,Customer_145,+54-712-2320,9035 Main Street,Madrid,26969,France,LastName_1482,FirstName_86,Small
10669,5,253.33,2,1266.65,2025-04-17,179,In Process,Vintage Cars,309.41,S970-4731,Customer_44,+8-126-4214,8753 Main Street,Tokyo,59727,USA,LastName_1132,FirstName_988,Small
10670,50,385.18,2,19259.0,2022-10-27,359,In Process,Planes,444.92,S548-2933,Customer_1838,+79-476-6763,3173 Main Street,Sydney,67216,USA,LastName_488,FirstName_476,Small
10671,76,14.92,4,1133.92,2024-01-06,290,Shipped,Trains,16.5,S837-5094,Customer_1665,+8-178-1928,2077 Main Street,Madrid,33670,France,LastName_90,FirstName_644,Medium
10672,78,331.05,2,25821.9,2021-04-12,66,Resolved,Vintage Cars,427.54,S225-2258,Customer_157,+33-656-4372,8109 Main Street,Sydney,38873,Spain,LastName_1461,FirstName_620,Medium
10673,100,280.19,2,28019.0,2023-11-28,136,On Hold,Ships,368.89,S206-1884,Customer_710,+53-822-8966,4584 Main Street,Toronto,36680,UK,LastName_1724,FirstName_1999,Large
10674,30,159.42,5,4782.6,2020-05-13,62,On Hold,Ships,227.42,S245-1587,Customer_482,+90-550-8434,1872 Main Street,New York,75392,USA,LastName_554,FirstName_570,Large
10675,50,157.2,1,7860.0,2018-09-02,142,Resolved,Vintage Cars,204.07,S983-7268,Customer_788,+57-145-4677,3371 Main Street,Rome,34173,Italy,LastName_1091,FirstName_108,Large
10676,40,25.34,3,1013.6,2018-04-17,311,On Hold,Trains,37.07,S929-4547,Customer_1551,+4-449-8111,7005 Main Street,New York,24314,Netherlands,LastName_795,FirstName_1951,Large
10677,87,150.84,5,13123.08,2023-03-14,217,Resolved,Ships,200.21,S631-5261,Customer_333,+49-578-4903,2161 Main Street,New York,46791,France,LastName_176,FirstName_512,Large
10678,38,175.39,4,6664.82,2018-06-08,315,On Hold,Trucks and Buses,211.78,S356-1202,Customer_255,+40-682-6259,4334 Main Street,London,68170,Spain,LastName_36,FirstName_901,Small
10679,60,28.13,3,1687.8,2023-05-21,326,Resolved,Classic Cars,35.54,S693-2303,Customer_567,+79-664-6145,1050 Main Street,Madrid,33567,France,LastName_1569,FirstName_1612,Medium
10680,34,435.84,2,14818.56,2020-07-20,322,Cancelled,Classic Cars,631.31,S771-1812,Customer_477,+15-770-1630,3019 Main Street,Amsterdam,67712,Japan,LastName_650,FirstName_86,Large
10681,92,121.7,3,11196.4,2020-11-20,8,Disputed,Trains,175.61,S461-9854,Customer_1472,+6-714-4845,5730 Main Street,Toronto,20155,Netherlands,LastName_909,FirstName_232,Large
10682,10,126.12,3,1261.2,2024-05-25,190,Disputed,Vintage Cars,142.33,S536-5638,Customer_294,+4-434-6902,5489 Main Street,Rome,95456,Australia,LastName_964,FirstName_1931,Medium
10683,80,25.27,3,2021.6,2018-07-02,148,Cancelled,Planes,28.06,S723-4464,Customer_1655,+41-623-9326,9528 Main Street,Sydney,38163,Italy,LastName_1702,FirstName_1194,Small
10684,85,365.87,4,31098.95,2025-04-13,40,Shipped,Classic Cars,485.2,S688-9982,Customer_1504,+54-651-2986,8647 Main Street,New York,89574,Spain,LastName_1351,FirstName_1075,Large
10685,57,165.3,2,9422.1,2024-06-14,150,Cancelled,Trucks and Buses,197.9,S886-6930,Customer_473,+59-422-2890,3950 Main Street,Madrid,63729,Australia,LastName_164,FirstName_721,Large
10686,65,47.46,3,3084.9,2025-04-30,247,Resolved,Classic Cars,60.73,S528-4764,Customer_1167,+17-650-5013,6679 Main Street,Tokyo,97281,UK,LastName_1241,FirstName_534,Medium
10687,44,163.78,1,7206.32,2022-08-01,215,Resolved,Classic Cars,217.89,S747-4245,Customer_1843,+24-997-8439,255 Main Street,London,25832,Italy,LastName_540,FirstName_1568,Large
10688,92,465.76,1,42849.92,2019-06-02,17,In Process,Motorcycles,640.89,S174-3168,Customer_1055,+68-497-7919,5806 Main Street,London,62732,Netherlands,LastName_495,FirstName_1459,Medium
10689,16,175.04,3,2800.64,2024-08-19,311,Resolved,Motorcycles,262.15,S146-2208,Customer_1513,+46-559-7699,7369 Main Street,Rome,47917,Spain,LastName_1434,FirstName_276,Large
10690,24,364.62,5,8750.88,2023-09-18,42,Cancelled,Motorcycles,487.65,S478-8430,Customer_777,+42-549-3895,8335 Main Street,Tokyo,46608,Canada,LastName_476,FirstName_609,Medium
10691,44,33.66,5,1481.04,2023-11-22,296,Resolved,Trains,49.52,S392-6288,Customer_787,+41-875-3923,2347 Main Street,New York,37614,Italy,LastName_1064,FirstName_570,Large
10692,79,164.04,3,12959.16,2021-03-12,84,Shipped,Trucks and Buses,198.41,S549-4664,Customer_1814,+22-395-5250,9932 Main Street,Toronto,40366,France,LastName_289,FirstName_197,Small
10693,71,421.01,2,29891.71,2018-04-23,306,Shipped,Planes,553.7,S299-1109,Customer_1001,+4-478-4328,4618 Main Street,Tokyo,65902,Spain,LastName_1067,FirstName_259,Medium
10694,38,459.82,1,17473.16,2022-12-26,221,In Process,Trucks and Buses,521.78,S240-5562,Customer_1499,+86-219-6795,1296 Main Street,Berlin,19745,Australia,LastName_321,FirstName_1039,Medium
10695,36,232.2,5,8359.2,2025-07-15,37,Disputed,Ships,284.66,S139-8100,Customer_206,+91-913-9540,5203 Main Street,Berlin,83160,USA,LastName_1944,FirstName_1300,Large
10696,2,130.5,5,261.0,2022-03-21,112,Disputed,Classic Cars,157.4,S255-8938,Customer_1667,+24-851-9138,4631 Main Street,London,36027,Canada,LastName_1948,FirstName_1058,Large
10697,96,114.95,4,11035.2,2018-10-03,251,Resolved,Planes,136.03,S282-1635,Customer_857,+89-369-7230,9567 Main Street,Berlin,93586,Australia,LastName_992,FirstName_1087,Large
10698,24,440.17,2,10564.08,2021-04-11,342,In Process,Vintage Cars,624.47,S501-6851,Customer_1113,+62-402-2581,3587 Main Street,Toronto,47653,Italy,LastName_1986,FirstName_916,Medium
10699,32,334.58,1,10706.56,2019-12-23,237,On Hold,Ships,383.23,S813-7522,Customer_1444,+17-892-8925,8015 Main Street,Tokyo,64002,Germany,LastName_60,FirstName_596,Medium
10700,65,115.4,4,7501.0,2018-09-07,287,On Hold,Trucks and Buses,158.1,S521-7412,Customer_1657,+57-535-7531,4272 Main Street,New York,45168,Spain,LastName_1492,FirstName_449,Medium
10701,82,411.08,3,33708.56,2023-01-08,209,Cancelled,Planes,596.17,S648-4378,Customer_1597,+81-212-6401,2118 Main Street,Tokyo,80748,USA,LastName_1947,FirstName_1480,Small
10702,49,54.22,3,2656.78,2021-12-15,283,Shipped,Ships,60.71,S315-6932,Customer_1097,+26-260-9776,6481 Main Street,Berlin,48035,UK,LastName_1866,FirstName_766,Medium
